iso	alternate names	affiliation	affiliation-HH	country	dialects	language status	language use	location	population numeric	typology	writing
ach	Acoli, Acooli, Akoli, Atscholi, Dok Acoli, Gang, Log Acoli, Lwo, Lwoo, Shuli	Nilo-Saharan, Eastern Sudanic, Nilotic, Western, Luo, Southern, Luo-Acholi, Alur-Acholi, Lango-Acholi	Nilotic, Western Nilotic, Luo-Burun, Southern Lwoo, Acholic	Sudan, Uganda	Dhopaluo (Chope, Chopi), Nyakwai. Reported intelligibility with Lango [laj], Kumam [kdi], Dhopadhola [adh], but percentages unknown. Lexical similaritywith Lango [laj], Kumam [kdi], Dhopadhola [adh].	5 (Developing).	Home, market, church, office. Most are young. Positive attitudes. Also use English [eng] and Kiswahili [swh]. Most of the population is bilingual in Nyankore [nyn] which is very closely related.	North; Kitgum; Gulu, Amuru, Lamwo, Nwoya, Adjumani, and Pader districts. Also in South Sudan.	1170000	16 consonants, 9 vowels (but only 5 written); tonal	Latin script, used since 1947.
aci	Cari, Chariar	Andamanese, Great Andamanese, Northern	Great_Andamanese, Central Great Andamanese, Northern Great Andamanese, Bo-Cari	India	NA	10 (Extinct).	NA	Andaman Islands, north coast of North Andaman island, Landfall island, other nearby small islands.	0	NA	NA
ack	Kora	Andamanese, Great Andamanese, Northern	Great_Andamanese, Central Great Andamanese, Northern Great Andamanese, Jeru-Kora	India	NA	10 (Extinct).	NA	Andaman Islands, northeast and north central coasts of North Andaman island, Smith island.	0	NA	NA
acl	Bale, Balwa	Andamanese, Great Andamanese, Central	Great_Andamanese, South Great Andamanese	India	NA	10 (Extinct).	NA	Andaman Islands, Ritchie's Archipelago, Havelock island, Neill island.	0	NA	NA
acm	Arabic, Baghdadi, Furati, Iraqi Arabic, Mesopotamian Gelet Arabic, Mesopotamian Qeltu Arabic	Afro-Asiatic, Semitic, Central, South, Arabic	Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Eastern Arabic, Gilit	Turkey (Asia), Jordan, Iraq, Iran, Syria	Anatolian Cluster, Euphrates Cluster, Tigris Cluster. Geographical and sectarian divisions correlate with Iraqi dialects. The vernacular standard based on Baghdad speech. Also Bedouin dialects. Nearly unintelligible to speakers of certain other vernacular Arabic varieties. Anatolian Cluster in Turkey.	3 (Wider communication). De facto national working language.	NA	Tigris and Euphrates area. Also in Iran, Jordan, Syria, Turkey.	11500000	SVO	Arabic script.
acn	"Acang, Ach'ang, Achung, Ahchan, Atsang, Maingtha, M\""onghsa, Ngacang, Ngac'ang, Ngachang, Ngatsang, Ngo Chang, Ngochang, Xiandao"	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern	Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Burmish, Northern Burmish, High Northern Burmish	China, Myanmar	Husa (Chintaw, Xiandao), Lianghe, Longchuan, Luxi. Each of the 3 main counties has a distinctive dialect (Statistical Bureau of Yunnan Province 2004). No reported intelligibility between dialects. Longchuan differs more from the others, with more Dai loanwords. Lianghe and Luxi use many Chinese loanwords. There are also Burmese [mya] loanwords. Related to Hpon [hpo], Maru [mhx], Lashi [lsi], Zaiwa [atb].	7 (Shifting).	Longchuan dialect is stable, but other dialect speakers are shifting to Chinese. Many Han people in Longchuan County use Achang in informal situations. All domains. Mainly adults. Also use Chinese [zho], Jingpho [kac] or Tai Nua [tdd].	Western Yunnan Province, Dehong Dai-Jingpo autonomous prefecture and Baoshan district, along the Myanmar border, Longchuan, Liangge, Yingjiang, and Luxi counties; Baoshan prefecture, Tengchong and Longling counties; Dali Bai autonomous prefecture, Yunlong county. Also in Myanmar.	27700	SOV; tonal, 4 tones	Latin script.
acp	Achipa, Acipanci, Sagamuk, Zubazuba	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kamuku	Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Shiroro-Kamuku, Kamuku-Hungwarya, Kamuku, Rogo-Sagamuk-Sama-Sambuga, Sagamuk-Sama-Sambuga	Nigeria	Bobi, Boroma (Taboroma), Randeggi. Lexical similarity83% with Randeggi and Bobi, 52% with Shama-Sambuga [sqa], 47%-63% with Kamuku [cdr], 42%-44% with Hungworo [nat], 15%-20% with Cicipu [awc].	6a (Vigorous).	Most also use Hausa [hau].	Niger State, Kontagora LGA; Kaduna State, Birnin Gwari LGA, Randeggi, Bobi, and Igwama towns.	5000	NA	NA
acq	Southern Yemeni Spoken Arabic	Afro-Asiatic, Semitic, Central, South, Arabic	Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Arabian Peninsula Arabic	Eritrea, Libya, Egypt, United Kingdom, Djibouti, Somalia, Kenya, Yemen	Adeni, Ta'izzi. Ta'izzi dialect best accepted in Yemen.	6a (Vigorous). De facto language of provincial identity in South Yemen.	NA	All provinces except the 2 east and the northeast ones. Probably a few in United Arab Emirates and Saudi Arabia. Also in Djibouti, Egypt, Eritrea, Kenya, Libya, Somalia, United Kingdom.	6760000	NA	NA
acr	NA	Mayan, Yucatecan-Core Mayan, K'ichean-Mamean, K'ichean, Poqom-K'ichean, Core K'ichean	Mayan, Yucatecan-Core Mayan, Core Mayan, Quichean-Mamean, Greater Quichean, Poqom-Quichean, Core Quichean, Quiche-Achi	Guatemala	Cubulco Achi, Rabinal Achi.	5 (Developing).	All ages. Possibly 20% can discuss more than common topics in Spanish [spa].	Central Rabinal area and west, Baja Verapaz Department.	85600	SVO	Latin script.
acs	Coro\'a	Jean, Central	Je-Jabuti, Je, Je Central	Brazil	NA	10 (Extinct).	NA	Bahia area.	0	NA	NA
act	Aachterhoeks, Achterhoek	Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Saxon	Indo-European, Germanic, Northwest Germanic, West Germanic, Franconian, Low Saxon	Netherlands	NA	5 (Developing).	Also use Dutch [nld].	Northeast, Gelderland Province.	NA	NA	Latin script.
acu	Achual, Achuale, Achuar, Achuara, Jivaro, Maina	Jivaroan, J\'ivaro	Jivaroan, Shuaric	Peru, Ecuador	Different from Shuar [jiv] (Jivaro) of Ecuador.	5 (Developing). Language of recognized nationality (1993, Constitution, Article 48).	Bilingual education program. All ages.	Northwest Loreto Region on the Ecuador border, between Morona and Tigre rivers. Also in Ecuador.	3000	SOV	Latin script.
acv	Achomawi, Pitt River	Palaihnihan	Palaihnihan	United States	Originally 9 dialects.	8b (Nearly extinct).	All are semi-speakers or passive speakers. Older adults only.	Northeastern California.	10	NA	NA
acw	Hijazi, West Arabian Colloquial Arabic	Afro-Asiatic, Semitic, Central, South, Arabic	Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Arabian Peninsula Arabic	Eritrea, Saudi Arabia	Coastal Tihaamah, North Hijazi, South Hijazi, Valley Tihaamah. North Hijazi has 4 subvarieties, South Hijazi has 16.	6a (Vigorous).	NA	Red Sea coast and adjacent highlands. Also in Eritrea.	6000000	NA	NA
acx	Omani Hadari Arabic	Afro-Asiatic, Semitic, Central, South, Arabic	Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Arabian Peninsula Arabic	United Arab Emirates, Djibouti, Tanzania, Oman, Kenya	NA	5 (Developing).	NA	Mainly in Hajar mountains highlands; a few coastal regions. Also in Djibouti, Kenya, Tanzania, United Arab Emirates.	720000	SVO	NA
acy	Cypriot Maronite Arabic, Maronite, Sanna	Afro-Asiatic, Semitic, Central, South, Arabic	Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Levantine Arabic	Cyprus	NA	7 (Shifting).	All older than 30 years. 140 mainly older adults in Kormatiki. No diglossia with Standard Arabic [arb]. Those in Kormatiki also use Greek [ell] or Turkish [tur]. Those in southern Cyprus use Greek.	Northern Cyprus, Kormakiti, one of 4 Maronite villages in the mountains; Nicosia and Limassol refugee communities.	1300	NA	NA
acz	Aceron, Achurun, Asheron, Garme	Niger-Congo, Kordofanian, Talodi, Talodi Proper, Tocho	Narrow_Talodi, Tochoic	Sudan	Gandok (Eastern Acheron), Garong, Gathuk (Western Acheron).	5 (Developing).	All ages. Also use Sudanese Arabic [apd].	South Kordofan, Saraf Aj-Jaamous area east of Moro hills.	9830	NA	Latin script.
ada	Adangme	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Ga-Dangme	Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Ga-Dangme	Ghana	Ada, Gbugbla, Krobo, Ningo, Osu, Shai.	4 (Educational). Language of recognized nationality (1951, Laws of the Gold Coast, Vernacular Literature Board Ordinance, as amended by Ordinance No. 44).	NA	Southeast, coast east of Accra and inland.	800000	NA	Latin script, used since 1966.
adb	Ataura, Atauran, Atauro, Atauru, Raklu Un, Raklu-Un	Trans-New Guinea, West, Timor-Alor-Pantar, Timor	Spurious	East Timor	Munaseli Pandai, Rahesuk, Raklungu, Resuk. Different from Galolen [gal] dialects on Atauro.	6a (Vigorous).	NA	Atauro island, Timor island north of Dili.	5000	SOV	Latin script.
add	Adere, Adiri, Arderi, Dzodzinka, Lidzonka	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe	Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nka, Nkambe	Nigeria, Cameroon	NA	6a (Vigorous).	NA	North West Region, Donga-Mantung division, extreme north Nwa subdivision, Adere village. Also in Nigeria.	2600	NA	Unwritten.
ade	Bedere, Bidire, Gadre, Gidire	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Basila-Adele	Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Na-Togo, Basila-Adele	Ghana, Togo	Lower Adele, Upper Adele. Intelligibility 85%-90% between dialects, minor differences in tone and lexicon. Ghana and Togo dialects differ.	5 (Developing).	NA	Plateaux Region, Agou prefecture, south. Also in Ghana.	16300	NA	Latin script, used since 1986.
adf	Dhofari, Zofari	Afro-Asiatic, Semitic, Central, South, Arabic	Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Arabian Peninsula Arabic	Oman	Related to Hadrami Spoken Arabic [ayh], Gulf Spoken Arabic [afb], and Omani Spoken Arabic [acx].	6a (Vigorous).	NA	Salala and nearby coastal regions.	70000	NA	NA
adg	Andigibinha, Antekerrepinhe	Australian, Pama-Nyungan, Arandic	Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda	Australia	NA	8b (Nearly extinct).	NA	Northern Territory, Hay river, Pituri creek area, east of Alyawarra.	10	NA	NA
adh	Dhopadhola, Ludama	Nilo-Saharan, Eastern Sudanic, Nilotic, Western, Luo, Southern, Adhola	Nilotic, Western Nilotic, Luo-Burun, Southern Lwoo, Adhola-Alur-Luo, Adhola-Luo	Uganda	Most distinct of Western Nilotic languages in Uganda.	5 (Developing).	Vigorous. Home, village, market. Positive attitudes.	East, in Tororo District.	360000	NA	Latin script, used since 1979.
adi	Abhor, Abor, Boga'er Luoba, Lhoba, Luoba	Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani	Sino-Tibetan, Macro-Tani, Tani, Eastern Tani	India, China, Bhutan	Ashing, Bokar (Boga'er Luoba), Bori, Karko, Komkar, Milang, Minyong, Padam, Pailibo, Pangi, Pasi, Ramo, Shimong, Tangam. Sun (1993) lists Tani varieties as Apatani [apt], Milang, Mising [mrg], Bangni [njz], Tagin [tgj], Sagli, south Aya, Leli, and perhaps the Padam, Bokar, Pailibo, Ramo, Bori, Minyong and Pasi dialects of Adi; Asing, Panggi, Simong, Karok, Hill, Mising [mrg], and some northern and western dialects of Nyishi [njz]. A different language from Yidu Lhoba [clk]. Bokar, Milang, Pailibo, and Ramo are very divergent-possibly separate languages.	5 (Developing).	Also use Assamese [asm], Hindi [hin], or Nepali [npi].	Arunachal Pradesh, East, West, and Upper Siang districts, Upper Subansiri and Dibang Valley districts; Assam, north hills of Assam Valley, between Bhutan and Buruli rivers. Also in Bhutan, China (Boga'er Luoba).	97000	SOV; particles indicate grammatical relations; long-short vowel distinction; most words polysyllabic; loans mainly from Tibetan	Latin script. Tibetan script, used in China.
adj	Adjukru, Adyoukrou, Adyukru, Ajukru	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Agneby	Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Agneby	C�te d'Ivoire	NA	5 (Developing).	NA	Lagunes Region, Dabou subprefecture. 49 villages.	100000	NA	Latin script.
adl	Adi, Adi-Gallong, Adi-Galo, Gallong, Galo, Galong	Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani	Sino-Tibetan, Macro-Tani, Tani, Western Tani, Bokar-Nuclear Western Tani, Nuclear Western Tani	India	Karka, Lare, Pugo. Lare is the main dialect and is accepted by all Galo.	5 (Developing).	Village, home. All ages. Nearly all speak some Hindi [hin] and Assamese [asm]. Hindi is used with the military. English [eng] is spoken by the educated and the young.	Arunachal Pradesh, West Siang, East Siang, Dibang Valley (south), Lohit (east), Changlang (northeast), and some in Upper Subansiri (west) districts; Assam.	30000	SOV; postpositions; genitives after noun heads; articles, adjectives, numerals before and after noun heads; relatives after noun heads or without; question word initial; maximum prefixes 2, maximum suffixes 4-5; affixes indicate case of noun phrase; causatives and comparatives; CV, CVC, CVV patterns; nontonal	Latin script.
adn	Alor	Trans-New Guinea, West, Timor-Alor-Pantar, Alor-Pantar, Alor	Alor-Pantar, Alor, West Alor, Straits West Alor, Adang-Hamap-Kabola	Indonesia (Papua)	Aimoli. Because of linguistic differences and social identity, considered a separate language from Kabola [klz].	6a (Vigorous).	NA	East Nusa Tenggara Province. Northwest (Bird's Head), Alor island, northwest of Kalabahi town towards Banda Sea coast.	3000	NA	NA
ado	Adjora, Adjoria, Azao	Ramu-Lower Sepik, Ramu, Grass	Lower_Sepik-Ramu, Grass, Agoan	Papua New Guinea	Abu, Auwa, Sabu. Intelligibility among dialects sufficient to understand each other's complex and abstract discourse. Most closely related to Banaro [byz]. Sabu in northeast language region. Auwa may be a different language.	6a (Vigorous).	Also use Tok Pisin [tpi]. Educated young and middle-aged adults speak some English [eng].	Madang and East Sepik provinces; between Ramu, Sepik, and Angoram rivers; northwest of Madang. 22 villages.	4200	SOV; postpositions; genitives before noun heads; articles, adjectives, numerals, relatives after noun heads; word order distinguishes subjects, objects, indirect objects; CV, CVC, CCV, V, VC; nontonal	Latin script.
adp	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Southern	Spurious, !Sino-Tibetan, !Tibeto-Burman, !Himalayish, !Tibeto-Kanauri, !Tibetic, !Tibetan, !Southern Tibetan	Bhutan	Lexical similarity77% with Dzongkha [dzo], 62%-65% with Bumthangkha [kjz], 41% with Tshangla [tsj].	6a (Vigorous).	NA	South central, Wangdue Phodrang District, from Damphu to Shemgang, Ada villages.	NA	NA	Unwritten.
adq	Adan, Adantonwi, Agotime, Dangbe	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Kposo-Ahlo-Bowili	Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Gbe, Western Gbe	Ghana, Togo	Similar to Igo [ahl].	6b (Threatened).	NA	Togo border area east of Ho. Agotime mostly in Volta Region, Kpoeta, Apegame. Also in Togo.	200	NA	Unwritten.
adr	Nusa Tadon, Sagu, Vaiverang, Waiwerang	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Bima-Lembata	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Lembata, Sika-Lamaholot, Lamaholotic, Lamaholot Barat, North Lembata	Indonesia (Papua)	East Adonara, East Solor, West Adonara.	6a (Vigorous).	Also use Lamaholot [slp].	East Nusa Tenggara Province. Adonara and east Solor islands, between Flores and Lembata islands.	98000	NA	NA
ads	AdaSL	Deaf sign language	Deaf Sign Language	Ghana	NA	6b (Threatened).	Indigenous deaf sign language, also used by many hearing people. In past years, as high as 10% deafness (1971), but about 2% in 2001 (Nyst 2007). All ages. Children also learn Ghanaian Sign Language [gse] (unrelated to AdaSL) in a deaf boarding school, but most older deaf and the hearing population know only AdaSL (Nyst 2007).	Eastern Region, Adamorobe village.	35	NA	NA
adt	Ad'n'amadana, Adynyamathanha, Anjimatana, Anjiwatana, Archualda, Benbakanjamata, Binbarnja, Gadjnjamada, Jandali, Kanjimata, Keydnjmarda, Mardala, Nimalda, Nuralda, Umbertana, Unyamootha, Wailbi, Wailpi, Waljbi, Wipie	Australian, Pama-Nyungan, South-West, Yura	Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Northern Thura-Yura	Australia	Related to Guyani [gvy], Barngarla [bjb], Nugunu [nnv], and Narungga [nnr], which may have no remaining speakers.	8b (Nearly extinct).	Efforts to revitalize the language (2007). Remaining speakers are bilingual in English [eng] (Wurm 2007).	Southern Australia, Flinders ranges area, Nepabunna.	110	NA	NA
adu	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern	Spurious, !Atlantic-Congo, !Volta-Congo, !Benue-Congo, !Edoid, !Northwestern Edoid	Nigeria	NA	6a (Vigorous).	NA	Anambra State, Oyi LGA.	1900	NA	NA
adw	Amondawa, Amundawa	Tupian, Tup\'i-Guaran\'i, Kawahib, Parintintin	Tupian, Tupi-Guarani, Tupi-Guarani Subgroup VI	Brazil	The Amundava, Kayabi [kyz], Tenharim [pah], J\'uma [jua], and Karipuna [kuq] all call themselves Kagwahiva (Kagwahibm, Kagwahiv, Kawahip, Kavahiva, Kawaib, Kagwahiph). These varieties along with Uru-eu-wau-wau [urz] are all linguistically very similar.	6b (Threatened).	Vigorous.	Rond\^onia, Acre, near Jiparan\'a river.	83	NA	NA
adx	Amdo, Anduo, Ngambo, Panang	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Amdo	Sino-Tibetan, Bodic, Bodish, West Bodish, Amdo	China	Hbrogpa, Panang (Banag, Banang, Panags, Panakha, Pananag, Sbanag, Sbranag), Rongba, Rongmahbrogpa, Rtahu. Central Tibetan [bod] or Khams Tibetan [khg] varieties not intelligible. Lexical similarity70% with Central Tibetan [bod] and Khams Tibetan [khg].	6a (Vigorous).	All ages.	Tibet Autonomous Region, Huangnan, Hainan, Haibei, and Guoluo (Golog) autonomous prefectures; Qinghai Province, Haixi Mongolian-Tibetan-Kazakh autonomous prefecture and Gannan Tibetan autonomous prefecture; southwest Gansu Province, Tianzhu autonomous county; west and north Sichuan Province, Ganzi and Aba (Ngaba) Tibetan autonomous prefectures.	1800000	SOV; many onset clusters	Tibetan script.
ady	Adygei, Adygey, Circassian, Kiakh, Kjax, Lower Circassian, West Circassian	North Caucasian, West Caucasian, Circassian	Abkhaz-Adyge, Circassian	Turkey (Asia), United States, Israel, Australia, Egypt, Macedonia, France, Russian Federation (Asia), Netherlands, Germany, Syria, Jordan, Iraq	Abadzex (Abadzakh, Abadzeg), Bezhedukh (Bzedux, Bzhedug, Chemgui, Temirgoj), Natuzaj (Natukhai), Shapsug (Sapsug), Xakuchi. Most similar to Kabardian [kbd].	2 (Provincial). Statutory provincial language in Adyghea (1995, Constitution, Adyghea Republic, Article 2).	96% speak it as L1. All domains. All ages. Positive attitudes. Also use Russian [rus].	Adygeya Republic. Also in Egypt, France, Germany, Iraq, Israel, Jordan, Macedonia, Netherlands, Syria, Turkey, United States.	117500	SOV	Arabic script, no longer in use. Cyrillic script. Latin script, used in Turkey.
adz	Acira, Atsera, Atzera, Azera	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Upper Markham	Papua New Guinea	Amari, Guruf-Ngariawang (Ngariawan), Ngarowapum, Tsumanggorun, Yarus. Related to Sukurum [zsu], Sarasira [zsa], Wampur [waz], and Mari [hob] (all Upper Markham subfamily).	4 (Educational).	Vigorous despite increased use of Tok Pisin [tpi]. Home, village, church. All ages. Positive attitudes. Also use Tok Pisin [tpi].	Morobe Province, Markham valley, Markham district, Leron river to Markham-Ramu divide.	30000	NA	Latin script.
