iso	lang	lat	area	language	glottocode
kku	8.10378	10.51129	Africa	Tumi	tumi1238
kkt	86.85308	27.19407	Eurasia	Koi	koii1238
kkw	14.44074	-2.27122	Africa	Teke-Kukuya	teke1280
kkv	112.96754	-7.98335	Papua	Kangean	kang1289
kkq	28.73938	0.75068	Africa	Kaiku	kaik1247
kkp	141.63541	-15.42958	Australia	Gugubera	gugu1254
kks	10.46037	10.35754	Africa	Giiwo	giiw1236
kkr	9.77003	10.14563	Africa	Kir-Balar	kirb1236
kkm	8.35234	5.20497	Africa	Kiong	kion1242
kkl	139.64513	-4.06603	Papua	Kosarek Yale	kosa1249
kko	29.20738	12.05423	Africa	Karko	kark1256
kkn	100.27835	21.63694	Eurasia	Kon Keu	konk1268
kki	37.05341	-6.38204	Africa	Kagulu	kagu1239
kkh	99.336285	19.60624	Eurasia	Khun	khun1259
kkk	159.19133	-8.16481	Papua	Kokota	koko1269
kkj	15.6282333333	3.79989	Africa	Kako	kako1242
kke	-11.44178	10.59616	Africa	Kakabe	kaka1265
kkd	8.1296	10.35235	Africa	Kinuku	kinu1239
kkg	121.07311	17.66834	Papua	Mabaka Valley Kalinga	maba1279
kkf	92.18383	27.7686	Eurasia	Kalaktang Monpa	kala1376
kka	6.55923	8.33931	Africa	Kakanda	kaka1264
kkc	142.48602	-6.59222	Papua	Odoodee	odoo1238
kkb	138.1346	-2.99145	Papua	Kwerisa	kwer1264
xlo			North America	Loup A	loup1243
xle			Eurasia	Lemnian	lemn1237
xld			Eurasia	Lydian	lydi1241
xlc			Eurasia	Lycian A	lyci1241
xla	142.63931	-7.28798	Papua	Kamula	kamu1260
xly			Eurasia	Elymian	elym1237
xlu			Eurasia	Cuneiform Luwian	cune1239
xls			Eurasia	Lusitanian	lusi1235
xlp			Eurasia	Lepontic	lepo1240
NOCODE_Khuai			Africa	Khuai	khua1244
ixj			North America	NA	NA
orz	140.6015	-2.51361	Papua	Ormu	ormu1248
orx	8.11394	4.86134	Africa	Oro	oroo1241
ory			Eurasia	Odia	oriy1255
orv			Eurasia	Old Russian	oldr1238
orw	-64.02987	-10.73698	South America	Oro Win	orow1243
ort	82.84874	18.10461	Eurasia	Kotia-Adivasi Oriya-Desiya	adiv1239
oru	69.34442	32.68191	Eurasia	Ormuri	ormu1247
orr	6.38295	4.9377	Africa	Oruma	orum1241
ors	103.765635	1.45841	Eurasia	Orang Seletar	oran1259
orn	104.0079	1.88296	Eurasia	Orang Kanaq	oran1258
oro	145.33983	-7.81309	Papua	Orokolo	orok1267
orh	125.01685	50.63193	Eurasia	Oroqen	oroq1238
ori	86.8563	21.662595		NA	NA
org	8.12005	6.68753	Africa	Oring	orin1239
ore	-72.49255	-2.86315	South America	Maijiki	orej1242
orc	39.60749	-1.79489	Africa	Orma	orma1241
ora	161.51281	-9.7386	Papua	Oroha	oroh1237
ixl	-90.89351	15.45693	North America	Ixil	ixil1251
NOCODE_Allentiac	-68.096924	-33.480938	South America	Allentiac	alle1238
zsu	146.29442	-6.39394	Papua	Sukurum	suku1264
zsr	-96.3775	17.30309	North America	NA	NA
zsa	146.29442	-6.39394	Papua	Sarasira	sara1323
zsl	28.98984	-15.51343	Africa	Zambian Sign Language	zamb1239
zsm	101.698608	3.088957	Eurasia	Standard Malay	stan1306
NOCODE_Mure	-62.1	-13.25	South America	Mure	mure1235
iwo	140.82271	-5.11036	Papua	Morop-Dintere	iwur1240
iwm	141.81705	-4.27346	Papua	Iwam	iwam1256
iwk	120.78633	16.30448	Papua	I-Wak	iwak1237
iws	142.11683	-4.30928	Papua	Sepik Iwam	sepi1255
aqd	-3.55	14.15	Africa	Ampari Dogon	ampa1238
NOCODE_Kitemoka	-62.75	-16	South America	Kitemoka	kite1237
aqm	138.66621	-6.27123	Papua	Atohwaim	atoh1238
NOCODE_Concho			North America	Concho	conc1237
aqn	121.45394	15.6913	Papua	Northern Alta	nort2875
ges	130.70133	-3.8016	Papua	Geser-Gorom	gese1240
geq	20.66112	8.48359	Africa	Geme	geme1244
gew	10.11999	10.4331	Africa	Gera	gera1246
gev			Africa	Viya	eviy1235
gez	40.682105	10.134165	Africa	Geez	geez1241
gey	26.74965	-4.67337	Africa	Enya-Kisangani	enya1247
gex	44.68618	2.29633	Africa	Garre	garr1259
gec	-7.66699	4.75405	Africa	Gboloo Grebo	gbol1235
geb	144.71096	-4.25927	Papua	Kire	kire1240
gea	9.78484	10.4775	Africa	Geruma	geru1240
geg	11.95269	8.8956	Africa	Gengle	geng1243
ged	7.49869	8.71139	Africa	Gade	gade1242
gek	9.78757	8.97395	Africa	Yiwom	yiwo1237
gej	1.67727	6.25971	Africa	Gen	genn1243
gei	129.42435	-0.07877	Papua	Gebe	gebe1237
geh	-97.0	40.0	North America	Hutterite German	hutt1235
gel	4.8387	11.53187	Africa	Ut-Main	kagf1238
fqs	141.64043	-3.10868	Papua	Momu-Fas	fass1245
tux	-69.01666	-9.74999	South America	Tuxinawa	tuxi1238
tuy	35.84986	0.66573	Africa	Tugen	tuge1241
tuz	-4.92082	10.71141	Africa	Turka	turk1306
NOCODE_Jordanian-Bengali-Pidgin-Arabic			Eurasia	Jordanian Bengali Pidgin Arabic	jord1239
tuq	14.7716575	18.0425825	Africa	Tedaga	teda1241
tur	32.866667	39.866667	Eurasia	Turkish	nucl1301
tus	-79.421375	43.130315	North America	Tuscarora	tusc1257
tuu	-124.29303	42.55628	North America	Tututni	tutu1242
tuv	35.71012	4.306875	Africa	Turkana	turk1308
tuh	152.09499	-4.44425	Papua	Taulil	taul1251
tui	14.86966	10.014405	Africa	Tupuri	tupu1244
tuj	128.22346	0.5806	Papua	Tugutil	tugu1246
tuk	59.175736	37.087194	Eurasia	Turkmen	turk1304
tul	11.52551	9.84629	Africa	Tula	tula1252
tum	33.373765	-11.329725	Africa	Tumbuka	tumb1250
tun	-92.54026	30.98879	North America	Tunica	tuni1252
tuo	-69.57633	0.579755	South America	Tucano	tuca1252
tua	143.75606	-3.63409	Papua	Wiarumus	wiar1238
tub	-117.163	35.327	North America	Tubatulabal	tuba1278
tuc	148.01357	-5.79405	Papua	Mutu	mutu1242
tud	-41.16665	-12.04999	South America	Tuxa	tuxa1239
tue	-70.043515	0.39441	South America	Tuyuca	tuyu1244
tuf	-72.097015	6.886705	South America	Central Tunebo	cent2150
tug	18.20595	9.42506	Africa	Tunia	tuni1251
NOCODE_South-Arabian-Unknown-k			Eurasia	South-Arabian-Unknown-k	sout2466
dkr	116.10842	5.47179	Papua	Kuijau	kuij1237
dks	31.28501	7.02206	Africa	Southeastern Dinka	sout2834
dkx	13.68728	10.17501	Africa	Mazagway	maza1304
imi	144.99148	-4.63762	Papua	Anamuxra	anam1248
dka	91.82455	27.37615	Eurasia	Dakpakha	dakp1242
dkl	-3.8795	14.36174	Africa	Kolum So Dogon	kolu1247
dkk	119.23484	-3.33671	Papua	Dakka	dakk1238
cla	8.97756	8.96481	Africa	Ron	ronn1241
NOCODE_Panche			South America	Panche	panc1242
imn	141.1713	-3.31228	Papua	Imonda	imon1245
cqd	101.950052	22.563832	Eurasia	Chuanqiandian Cluster Miao	chua1256
cqu	-67.76037	-23.70355	South America	Chilean Quechua	chil1283
bmb	29.05069	-4.490575	Africa	Bembe	bemb1255
bmc	144.81585	-3.61342	Papua	Biem	biem1237
bma	8.78768	10.72287	Africa	Lame	lame1257
bmf	-11.59696	9.27518	Africa	Bom-Kim	bomk1234
bmg	19.16445	2.16773	Africa	Bamwe	bamw1238
bmd	-14.60521	10.76747	Africa	Baga Manduri	baga1270
bme	16.187439	2.268084	Africa	Limassa	lima1246
bmj	84.34801	27.70739	Eurasia	Bote	bote1238
bmk	149.84038	-10.011	Papua	Ghayavi	ghay1237
bmh	145.48294	-5.3373	Papua	Kein	kein1239
bmi	14.769495	11.52392	Africa	Bagirmi	bagi1246
bmn	149.66147	-10.2667	Papua	Bina (Papua New Guinea)	bina1271
bmo	10.54395	5.861	Africa	Bambalang	bamb1265
bml	18.5131	1.99315	Africa	Bomboli-Bozaba	bomb1261
bmm	48.81197	-19.91844	Africa	Northern Betsimisaraka Malagasy	nort2890
bmr	-72.42495	-0.8652	South America	Muinane	muin1242
bms	13.06649	19.10003	Africa	Bilma Kanuri	bilm1238
bmp	146.40282	-5.69713	Papua	Bulgebi	bulg1265
bmq	-4.538	12.381555	Africa	Bomu	bomu1247
bmv	10.41798	6.48655	Africa	Bum	bumm1238
bmw	15.954575	1.710055	Africa	Bomwali	bomw1238
bmt	113.46905	24.64507	Eurasia	Biao Mon	biao1256
bmu	147.33332	-6.51663	Papua	Burum-Mindik	buru1306
bmz	143.00231	-8.4885	Papua	Baramu	bara1378
bmx	145.60624	-5.18943	Papua	Baimak	baim1245
bmy	28.08	-10.0	Africa	Bemba (Democratic Republic of Congo)	bemb1258
hds	-87.224	14.622	North America	Honduras Sign Language	hond1239
hdy	37.75771	7.57377	Africa	Hadiyya	hadi1240
NOCODE_Envuelto			South America	Envuelto	envu1234
hdn	-132.46484	54.69307	North America	Northern Haida	nort2938
NOCODE_Pauwi	137.8	-1.65	Papua	Pauwi	pauw1243
aif	142.38677	-3.49104	Papua	Agi	agii1245
pap	-69.93988	12.48485	North America	Papiamento	papi1253
paq	69.25997	36.49218	Eurasia	Parya	pary1242
par	-117.90139	36.00073	North America	Panamint	pana1305
pas	138.60529	-2.87535	Papua	Papasena	papa1269
pat	147.41695	-2.06222	Papua	NA	NA
pau	134.5	7.17	Papua	Palauan	pala1344
pav	-64.56152	-10.69948	South America	Wari'	wari1268
paw	-96.89367	36.28618	North America	Pawnee	pawn1254
pax	-39.66666	-9.08332	South America	Pankarare	pank1235
pay	-85.55802	15.80331	North America	Pech	pech1241
paz	-37.01665	-8.99999	South America	Pankararu	pank1250
pab	-57.40595	-14.59295	South America	Parecis	pare1272
pac	107.09417	16.33533	Eurasia	Pacoh	paco1243
pad	-64.28035	-5.78403	South America	Paumari	paum1247
pae	22.12122	3.15636	Africa	Pagibete	pagi1243
paf	-59.05303	-9.34239	South America	Paranawat	para1313
pag	120.36519	15.93774	Papua	Pangasinan	pang1290
pah	-61.93599	-7.92626	South America	Tenharim-Parintintin-Diahoi	tenh1241
pai	9.56437	9.27191	Africa	Pye	peee1238
pak	-50.06211	-4.64681	South America	Parakana	para1312
pal			Eurasia	Pahlavi	pahl1241
pam	120.50183	14.96027	Papua	Pampanga	pamp1243
pan	75.670166	30.036762	Eurasia	Eastern Panjabi	panj1256
pao	-119.53609	40.0799	North America	Northern Paiute	nort2954
oin	141.89171	-3.38015	Papua	Inebu One	ineb1235
kju	-123.080292	38.542365	North America	Kashaya	kash1280
oia	127.20105	-8.09044	Papua	Oirata	oira1263
NOCODE_Pidgin-Kaurna			Australia	Pidgin Kaurna	pidg1255
uji	6.87432	9.40121	Africa	Rjili	tanj1247
NOCODE_Mbiywom	142.2710997	-12.89620501	Australia	Mbiywom	mbiy1238
moz	18.18217	11.86437	Africa	Mukulu	muku1242
moy	35.39224	7.27424	Africa	Shekkacho	shek1244
mox	150.61417	-9.57457	Papua	Molima	moli1248
mos	-1.172775	10.45237	Africa	Mossi	moss1236
mor	30.21384	10.91939	Africa	Moro	moro1285
moq	132.84543	-2.85747	Papua	Mor (Bomberai Peninsula)	morb1239
mop	-89.06729	16.353335	North America	Mopan Maya	mopa1243
mow	16.45557	-1.72413	Africa	Moi (Congo)	moic1236
mov	-114.59926	34.88661	North America	Mohave	moha1256
mou	18.60816	11.51991	Africa	Mogum	mogu1251
mot	-72.935255	9.08497	South America	Bari	bari1297
mok	140.68788	-8.5692	Papua	Marori	moro1289
moj	18.5129433333	3.19007666667	Africa	Monzombo	monz1249
moi	12.54499	9.86954	Africa	Mboi	mboi1246
moh	-74.624415	45.00064	North America	Mohawk	moha1258
moo	108.34752	14.59477	Eurasia	Monom	mono1268
mom	-85.17458	13.5343	North America	Mangue	moni1237
moc	-60.41448	-28.09699	South America	Mocovi	moco1246
moa	-5.94577	7.87533	Africa	Mwan	mwan1250
mog	124.11368	0.64616	Papua	Mongondow	mong1342
mof	-72.17005	41.85806	North America	Mohegan-Montauk-Narragansett	mohe1244
moe	-68.73765	49.05333	North America	Montagnais	mont1268
mod	-91.75	30.47	North America	Mobilian	mobi1236
zlm	103.000487	1.858561	Eurasia	Central Malay	mala1479
zln	107.18368	23.68182	Eurasia	Lianshan Zhuang	lian1252
zlj	107.18368	23.68182	Eurasia	Liujiang Zhuang	liuj1238
zlq	107.18368	23.68182	Eurasia	Liuqian Zhuang	liuq1235
NOCODE_Russenorsk			Eurasia	Russenorsk	russ1267
kmg	147.75695	-6.4795	Papua	Kate	kate1253
kmf	145.49889	-5.07674	Papua	Kare (Papua New Guinea)	kare1341
kme	8.97387	4.43654	Africa	Bakole	bako1250
kmd	121.23579	17.17939	Papua	Madukayang Kalinga	madu1248
kmc	109.22191	25.8874	Eurasia	Southern Dong	sout2741
kmb	14.88926	-8.97835	Africa	Kimbundu	kimb1241
kma	-1.54376	10.23684	Africa	Konni	konn1242
kmo	142.66438	-4.08721	Papua	Kwoma	kwom1262
kmn	141.92796	-3.53129	Papua	Awtuw	awtu1239
kmm	94.53404	24.8688	Eurasia	Kom (India)	komi1270
kml	121.31148	17.34407	Papua	Tanudan Kalinga	lowe1412
kmk	121.38057	17.60813	Papua	Limos Kalinga	limo1248
kmj	87.26985	24.1217	Eurasia	Kumarbhag Paharia	kuma1274
kmi	6.66088	8.57444	Africa	Kami (Nigeria)	kami1258
kmh	144.58514	-5.25216	Papua	Kalam	kala1397
kmw	26.71444	-0.76333	Africa	Komo (Democratic Republic of Congo)	komo1260
kmv	-51.68875	3.42825	South America	Uaca Creole French	kari1301
kmu	145.55598	-6.38841	Papua	Kanite	kani1286
kmt	140.37182	-2.64894	Papua	Kemtuik	kemt1242
kms	143.84222	-3.8503	Papua	Kamasau	kama1367
kmr	43.0	37.0	Eurasia	Northern Kurdish	nort2641
kmq	34.24567	9.50836	Africa	Gwama	kwam1249
kmp	12.66584	8.58084	Africa	Gimme	gimm1241
kmz	60.02772	36.4438	Eurasia	Khorasan Turkic	khor1269
kmy	12.728195	8.70976	Africa	Koma Ndera	koma1266
kmx	143.50149	-8.41651	Papua	Waboda	wabo1241
NOCODE_Khorasan-Arabic			Eurasia	Khorasan Arabic	khor1274
xns	77.1553	32.28426	Eurasia	Kanashi	kana1283
xnr	76.366	31.915	Eurasia	Kangri	kang1280
xnu				NA	NA
xnt				NA	NA
xna			Eurasia	Ancient North Arabian	anci1245
xnb	120.88736	23.32349	Papua	Kanakanavu	kana1286
xng			Eurasia	Middle Mongol	midd1351
xnh	101.15793	21.98016	Eurasia	Kuanhua	kuan1250
xnk				NA	NA
xnn	120.78649	17.10573	Papua	Northern Kankanay	nort2877
yyu	141.97435	-3.4663	Papua	Yau (Sandaun Province)	yaus1235
yyr			Australia	NA	NA
zpu	-96.21834	17.2134	North America	Yalalag Zapotec	yala1267
NOCODE_Hezhou			Eurasia	Hezhou	hezh1244
yyz	103.7	25.0	Eurasia	Ayizi	ayiz1244
yyg	153.2691386	-29.91558791		NA	NA
NOCODE_Kantarure			South America	Kantarure	kant1247
NOCODE_Yilan-Creole-Japanese			Papua	Yilan Creole Japanese	yila1234
svb	142.84499	-3.32876	Papua	Ulau-Suain	ulau1237
NOCODE_Shanjo			Africa	Shanjo	shan1291
NOCODE_Siti	-2.75	9.1667	Africa	Siti	siti1241
goo	178.59889	-16.58861	Papua	Gone Dau	gone1237
gok	77.37332	21.77263	Eurasia	Gowli	gowl1241
goe	91.16861	27.06603	Eurasia	Gongduk	gong1251
zqe	107.18368	23.68182	Eurasia	Qiubei Zhuang	qiub1238
NOCODE_Hachijo			Eurasia	Hachijo	hach1239
goa	-6.31154	7.34954	Africa	Guro	guro1248
gob	-71.00362	6.90948	South America	Playero	play1240
ium	101.17	20.83	Eurasia	Iu Mien	iumi1238
aja	25.61221	8.58003	Africa	Aja (South Sudan)	ajas1235
NOCODE_Cariay	-65.108643	-0.257079	South America	Cariay	cari1280
NOCODE_Sadu	102.0	24.3	Eurasia	Sadu	sadu1234
wsa	137.5662	-1.65941	Papua	Warembori	ware1253
hya	13.525975	10.481395	Africa	Hya	hyaa1239
hye	45.0	40.0	Eurasia	Eastern Armenian	nucl1235
wsi	166.696	-15.27863	Papua	Kula (Vanuatu)	wusi1237
wsk	145.97883	-4.57978	Papua	Waskia	wask1241
wss	-2.16028	5.74109	Africa	Wasa	wasa1244
wsr	145.81705	-6.70452	Papua	Oweina	owen1244
wsu	-36.83332	-9.74999	South America	Wasu	wasu1238
wsv	70.8565	34.70327	Eurasia	Wotapuri-Katarqalai	wota1240
NOCODE_Tep	11.117363	6.675724	Africa	Tep	tepp1235
gor	122.28765	0.62689	Papua	Gorontalo	goro1259
aba	-4.38497	5.59682	Africa	Abe	abee1242
abb	9.6403	4.3702	Africa	Bankon	bank1256
abc	120.28339	14.81558	Papua	Ambala Ayta	amba1267
abd	122.83497	14.15712	Papua	Camarines Norte Agta	cama1250
abe	-72.65106	46.13812	North America	Western Abenaki	west2630
abf	118.30626	5.55394	Papua	Abai Sungai	abai1240
abg	145.66459	-6.12028	Papua	Abaga	abag1245
abh	67.32671	37.217615	Eurasia	Tajiki Arabic	taji1248
abi	-4.58421	5.65656	Africa	Abidji	abid1235
abj	92.78178	12.37822	Eurasia	Akabea	akab1249
abk	41.159115	43.056218	Eurasia	Abkhaz	abkh1244
abl	105.39652	-4.43957	Papua	Lampung Nyo	lamp1242
abm	8.63055	6.30619	Africa	Abanyom	aban1242
abn	6.61492	4.83057	Africa	Abua	abua1244
abo	10.87689	6.90621	Africa	Abon	abon1238
abp	120.20036	15.41314	Papua	Abenlen Ayta	aben1249
abq	42.72732	41.12144	Eurasia	Abaza	abaz1241
abr	-2.502885	7.720945	Africa	Abron	abro1238
abs	128.18442	-3.71342	Papua	Ambonese Malay	ambo1250
abt	143.05898	-3.7801	Papua	Ambulas	ambu1247
abu	-3.64123	5.21534	Africa	Abure	abur1243
abv	53.83146	24.61975	Eurasia	Baharna Arabic	baha1259
abw	145.24044	-4.756	Papua	Pal	pall1244
abx	124.16645	12.42636	Papua	Inabaknon	inab1237
aby	148.47891	-9.75911	Papua	Aneme Wake	anem1248
abz	124.58793	-8.31058	Papua	Abui	abui1241
NOCODE_Kassite			Eurasia	Kassite	kass1244
ggu	-5.51851	6.40859	Africa	Gban	gagu1242
ggt	147.48522	-6.0151	Papua	Gitua	gitu1237
ggw	142.8741	-8.08527	Papua	Gogodala	gogo1265
ggr	142.42646	-13.73495	Australia	Aghu Tharnggalu	aghu1254
NOCODE_Ewondo-Populaire			Africa	Ewondo Populaire	ewon1240
gge	134.09501	-12.66855	Australia	Guragone	gura1252
ggd	141.16842	-17.83724	Australia	Gugadj	guga1239
ggg	68.565	25.737	Eurasia	Gurgula	gurg1240
gga	159.78866	-8.35163	Papua	Gao	gaoo1237
ggb	-8.9346	5.87021	Africa	Gbii	gbii1242
ggm			Australia	Gugu Mini	gugu1257
ggl	146.1305	-5.57945	Papua	Ganglau	gang1270
ggo	80.27811	20.10446	Eurasia	NA	NA
ggn	84.58145	28.4368	Eurasia	NA	NA
ggk	130.881	-12.7	Australia	Kungarakany	kung1259
fwe	24.43151	-17.72372	Africa	Fwe	fwee1238
fwa	164.9009	-20.68733	Papua	Fwai	fwai1237
NOCODE_Central-Ju			Africa	Central Ju	cent2300
lkb			Africa	Kabras	kabr1240
NOCODE_Magiana			South America	Magiana	magi1242
NOCODE_Morike	-73.126831	-5.634573	South America	Morike	mori1273
eya	-144.76186	60.4232	North America	Eyak	eyak1241
twc	8.35594	9.64189	Africa	Teshenawa	tesh1239
twa	-121.76538	47.7419	North America	Twana	twan1247
twf	-105.60444	36.42765	North America	Taos Northern Tiwa	nort1550
twg	124.27121	-8.48063	Papua	Tereweng	tere1277
twd	6.77085	52.29257	Eurasia	NA	NA
twe	124.17361	-8.37662	Papua	Teiwa	teiw1235
twh	103.570496667	21.84898	Eurasia	Tai Don	taid1250
twn	11.70017	6.36656	Africa	Cambap-Langa	twen1242
two	27.42009	-23.40552	Africa	Tswapong	tswa1237
eyo	35.226745	0.510857	Africa	Keiyo	keiy1238
twm	92.18383	27.7686	Eurasia	Tawang Monpa	tawa1289
twr	-107.57815	27.03137	North America	Southwestern Tarahumara	sout2971
NOCODE_Pitaguary			South America	Pitaguary	pita1243
twp	147.08286	-2.15569	Papua	Ere	eree1241
twq	6.92037	16.78141	Africa	Tasawaq	tasa1240
tww	142.09522	-4.80315	Papua	Tuwari	tuwa1242
twt	-49.5	-2.0	South America	Turiwara	turi1247
twu	123.16898	-10.73264	Papua	Termanu	term1237
twx	33.82463	-18.44585	Africa	Tewe	tewe1238
twy	115.20393	-1.30017	Papua	Tawoyan	tawo1243
dez	21.41943	-3.26337	Africa	Dengese	deng1250
dep	-75.463	38.569	North America	Pidgin Delaware	pidg1246
deq	22.56605	4.48146	Africa	Dendi (Central African Republic)	dend1242
jdg	63.534955	26.96818	Eurasia	Jadgali	jadg1238
des	-69.495545	0.58157	South America	Desano	desa1247
jda	79.153	30.241	Eurasia	Jad	jadd1243
deu	12.4676233333	48.648954	Eurasia	German	stan1295
dev	146.68152	-5.81856	Papua	Domung	domu1246
deh	66.59775	29.52046	Eurasia	Dehwari	dehw1238
dei	136.69383	-2.54564	Papua	Demisa	demi1242
dek	14.48328	11.01828	Africa	Dek	dekk1240
dem	137.63227	-3.72183	Papua	Dem	demm1245
jdt	34.75	32.33	Eurasia	Judeo-Tat	jude1256
dec	29.94036	10.583	Africa	Dagik	dagi1241
ded	147.62657	-6.38206	Papua	Dedua	dedu1240
dee	-10.90765	6.56113	Africa	Dewoin	dewo1238
def	48.907	32.374	Eurasia	Dezfuli-Shushtari	dezf1238
deg	6.80991	4.73373	Africa	Degema	dege1246
NOCODE_Bularnu	138.1566659	-21.02656922	Australia	Bularnu	bula1255
csm	-120.25684	38.0812	North America	Central Sierra Miwok	cent2140
csl	121.56875	30.90631	Eurasia	Chinese Sign Language	chin1283
cso	-96.60795	17.79855	North America	Sochiapam Chinantec	soch1239
csn	-75.44639	5.33532	South America	Colombian Sign Language	colo1249
csi	-122.99431	38.3285	North America	Coast Miwok	coas1301
csh	93.506865	21.392985	Eurasia	Asho Chin	asho1236
csk	-16.55386	12.50885	Africa	Jola-Esulalu	jola1262
cse	14.4774	50.01201	Eurasia	Czech Sign Language	czec1253
csd	99.03901	18.86295	Eurasia	Chiangmai Sign Language	chia1237
csg	-70.66979	-32.78099	South America	Chilean Sign Language	chil1264
csf	-79.209	22.061	North America	Cuba Sign Language	cuba1235
csa	-96.21833	18.06061	North America	Chiltepec Chinantec	chil1282
csc	-1.97	41.635	Eurasia	Catalan Sign Language	cata1241
csb	18.61634	54.29956	Eurasia	Kashubian	kash1274
csy	93.68843	23.81919	Eurasia	Sizang Chin	siyi1240
csz	-124.15962	43.44131	North America	Hanis	coos1249
cst	-121.177	36.364	North America	San Francisco Bay Ohlone	nort2969
csw	-95.0	56.0	North America	Swampy Cree	swam1239
ryu	127.7816	26.14854	Eurasia	Central Okinawan	cent2126
csq	16.796	45.502	Eurasia	Croatian Sign Language	croa1242
rys	123.80106	24.34006	Eurasia	Yaeyama	yaey1239
css	-121.177	36.364	North America	Mutsun	muts1243
csr	-84.11803	9.8943	North America	Costa Rican Sign Language	cost1249
bkd	124.89245	8.15933	Papua	Talaandig-Binukid	binu1244
bkf	29.98416	3.18438	Africa	Beeke	beek1238
bkg	20.71609	4.42283	Africa	Buraka	bura1269
bka	11.27845	9.51524	Africa	Kyak	kyak1243
bkb	121.11048	17.03193	Papua	Eastern-Southern Bontok	fina1242
bkc	13.78039	2.160125	Africa	Baka (Cameroon)	baka1272
bkl	138.8659	-2.26904	Papua	Berik	beri1254
bkm	10.3348	6.2596	Africa	Kom (Cameroon)	komc1235
bkn	114.89469	2.34947	Papua	Bukitan	buki1248
bko	10.3453	4.88273	Africa	Kwa'	kwaa1265
bkh	9.99905	3.56518	Africa	Bakoko	bako1249
bki	168.16506	-16.70956	Papua	Baki	baki1244
bkj	16.22754	3.57935	Africa	Pande	pand1264
bkk	76.60261	34.53077	Eurasia	Brokskat	brok1247
bkt	18.45554	0.83463	Africa	Boloki	bolo1262
bku	121.20976	12.63958	Papua	Buhid	buhi1245
bkv	8.86489	6.73737	Africa	Bekwarra	bekw1241
bkw	14.6527	1.71800666667	Africa	Bekwil	bekw1242
bkp	18.88064	1.51612	Africa	Boko (Democratic Republic of Congo)	boko1263
bkq	-54.7034	-14.26284	South America	Bakairi	baka1277
bkr	114.76971	-1.98842	Papua	Bakumpai	baku1263
bks	124.0016	12.84378	Papua	Masbate Sorsogon	masb1237
bkx	124.25622	-9.32991	Papua	Baikeno	baik1238
bky	9.058755	6.104755	Africa	Bokyi	boky1238
bkz	122.21197	-3.22197	Papua	Bungku	bung1269
NOCODE_Francais-Tirailleur			Africa	Francais Tirailleur	fran1267
NOCODE_Queensland-Kanaka-English			Australia	Queensland Kanaka English	quee1234
pcr	86.83169	30.72725	Eurasia	Panang	pana1292
pcp	-65.55679	-11.99684	South America	Pacahuara	paca1246
pcw	9.43733	9.09539	Africa	Pyapun	pyap1239
pcj	83.97234	19.07501	Eurasia	Gorum-Parenga	pare1266
pck	93.6136	24.03809	Eurasia	Paite Chin	pait1244
pch	79.77728	22.16662	Eurasia	Pardhan	pard1245
pci	82.48808	19.05339	Eurasia	Duruwa	duru1236
pcn	8.47037	10.13609	Africa	Piti	piti1243
pcl	77.12342	19.99892	Eurasia	Pardhi	pard1243
pcm	4.21068	9.65873	Africa	Nigerian Pidgin	nige1257
pcb	105.02774	13.593	Eurasia	Pear	pear1247
pcc	106.18729	24.84839	Eurasia	Bouyei	bouy1240
pca	-97.85991	18.38647	North America	Santa Ines Ahuatempan Popoloca	sant1454
pcf	77.1863	10.08696	Eurasia	Paliyan	pali1274
pcg	76.07794	11.73182	Eurasia	Paniya	pani1256
pcd	3.250855	50.28307	Eurasia	Picard	pica1241
pce	98.09148	21.6176466667	Eurasia	Ruching Palaung	ruch1235
oks	6.15725	7.53908	Africa	Oko-Eni-Osayen	okoe1238
okr	6.98938	4.41126	Africa	Kirike	kiri1254
oku	10.50955	6.23712	Africa	Oku	okuu1243
okv	148.08954	-8.79019	Papua	Orokaiva	orok1269
uhn	137.49561	-4.17345	Papua	Damal	dama1272
okx	6.24719	7.29515	Africa	Okpe (Northwestern Edo)	okpe1249
oka	-119.294115	49.27453	North America	Okanagan	okan1243
okb	8.08696	5.02037	Africa	Okobo	okob1241
oke	5.94885	7.22407	Africa	Okpe (Southwestern Edo)	okpe1250
okd	6.44113	5.29237	Africa	Okodia	okod1238
okg				Koko Babangk	koko1273
oki	36.59766	-2.780485	Africa	Okiek	okie1245
okh	44.895	37.794	Eurasia	Karanic	kore1279
okk	141.88865	-3.44911	Papua	Kwamtim One	kwam1254
okj	92.87525	13.0472	Eurasia	Okojuwoi	okoj1239
okl	0.98365	51.11978	Eurasia	Old Kentish Sign Language	oldk1238
okn	128.6187	27.37384	Eurasia	Oki-No-Erabu	okin1246
sbr	116.79883	4.221025	Papua	Sembakung Murut	semb1240
sbs	24.886675	-17.569585	Africa	Subiya	subi1246
sbp	39.35	-6.3	Africa	Sangu (Tanzania)	sang1330
sbq	145.22499	-4.98243	Papua	Sirva	sile1255
mmy	18.9614	12.23667	Africa	Migaama	miga1249
sbw	11.17825	-1.28107	Africa	Simba	simb1254
