language	glottocode	iso
Kadaru	kada1282	kdu
Kadiweu	kadi1248	kbc
Kado	kado1242	kdv
Kaduo	kadu1253	ktp
Kaera	kaer1234	jka
Kafa	kafa1242	kbr
Kafoa	kafo1240	kpu
Kafr Qasem Sign Language	kafr1234	NA
Kagan Kalagan	kaga1255	kll
Kagate	kaga1252	syw
Kagayanen	kaga1256	cgc
Kagoma	kago1247	kdm
Kagoro	kago1248	xkg
Kagulu	kagu1239	kki
Kahayan	kaha1240	xah
Kahe	kahe1238	hka
Kahua	kahu1241	agw
Kahumamahon Saluan	kahu1242	slb
Kaian	kaia1245	kct
Kaibobo	kaib1244	kzb
Kaidipang	kaid1239	kzp
Kaiep	kaie1237	kbw
Kaikadi	kaik1244	kep
Kaike	kaik1246	kzq
Kaiku	kaik1247	kkq
Kaimbulawa	kaim1241	zka
Kaimbe	kaim1235	xai
Kaingang	kain1272	kgp
Kainuu Saami	kain1277	NA
Kairak	kair1267	ckr
Kairiru	kair1263	kxa
Kairui-Midiki	kair1265	krd
Kais	kais1235	kzm
Kaishana	kais1242	NA
Kaivi	kaiv1238	kce
Kaiwa	kaiw1246	kgk
Kaiy	kaiy1239	tcq
Kajakse	kaja1254	ckq
Kajali	kaja1247	xkj
Kajaman-Sekapan	kaja1250	kag
Kajana Sign Language	kaja1257	NA
Kajkavian	kajk1237	kjv
Kakabai	kaka1267	kqf
Kakabe	kaka1265	kke
Kakanda	kaka1264	kka
Kakauhua	kaka1269	kbf
Kaki Ae	kaki1249	tbd
Kakihum	kaki1247	kxe
Kako	kako1242	kkj
Kakua	cacu1241	cbv
Kakwa	kakw1240	keo
Kala Lagaw Ya	kala1377	mwp
Kalaallisut	kala1399	kal
Kalaamaya	kala1401	lkm
Kalabakan	kala1391	kve
Kalabari	kala1381	ijn
Kalabra	kala1256	kzz
Kalagan	kala1388	kqe
Kalaktang Monpa	kala1376	kkf
Kalam	kala1397	kmh
Kalamang	kara1499	kgv
Kalami	kala1373	gwc
Kalamse	kala1383	knz
Kalanadi	kala1255	wkl
Kalanga	kala1384	kck
Kalao	kala1394	kly
Kalarko	kala1379	kba
Kalasha	kala1372	kls
Kalispel-Pend d'Oreille	kali1308	fla
Kalkoti	kalk1245	xka
Kalkutung	kalk1246	ktg
Kalmyk	kalm1243	xal
Kalo Finnish Romani	kalo1256	rmf
Kalou	kalo1262	ywa
Kaluli	kalu1248	bco
Kalumpang	kalu1247	kli
Kam	kamm1249	kdx
Kamakan	kama1372	vkm
Kamang	kama1365	woi
Kamano	kama1370	kbq
Kamantan	kama1358	kci
Kamar	kama1350	keq
Kamara	kama1357	jmr
Kamarian	kama1362	kzx
Kamaru	kama1364	kgx
Kamas-Koibal	kama1351	xas
Kamasa	kama1360	klp
Kamasau	kama1367	kms
Kamayo	kama1363	kyk
Kamayura	kama1373	kay
Kamba (Brazil)	kamb1287	xba
Kamba (Kenya)	kamb1297	kam
Kambaata	kamb1316	ktb
Kambaira	kamb1303	kyy
Kambera	kamb1299	xbr
Kamberau	kamb1302	irx
Kambiwa	kamb1239	xbw
Kami (Nigeria)	kami1258	kmi
Kami (Tanzania)	kami1256	kcu
Kamo	kamo1254	kcq
Kamona Bijogo	kamo1256	NA
Kamoro	kamo1255	kgq
Kamu	kamu1258	xmu
Kamula	kamu1260	xla
Kamviri	kamv1242	xvi
Kamwe	kamw1239	hig
Kanakanavu	kana1286	xnb
Kanashi	kana1283	xns
Kanasi	kana1288	soq
Kanauji	kana1281	bjj
Kandas	kand1301	kqw
Kandawo	kand1303	gam
Kande	kand1300	kbs
Kanembu	kane1243	kbl
Kang	kang1282	kyp
Kanga	kang1288	kcp
Kangaki-Kagbaaga-Kajoko Bidyogo	bidy1244	bjg
Kangean	kang1289	kkv
Kanggape	kang1291	igm
Kangjia	kang1281	kxs
Kango (Bas-Uele District)	kang1286	kty
Kango (Tshopo District)	kang1285	kzy
Kangri	kang1280	xnr
Kaniet	kani1282	ktk
Kaniet-Dempwolff	kani1283	NA
Kanikkaran	kani1275	kev
Kaningdon-Nindem	kani1277	kdp
Kaningi	kani1279	kzo
Kaningra	kani1285	knr
Kaninuwa	kani1281	wat
Kanite	kani1286	kmu
Kanjari	kanj1259	kft
Kanju	kanj1260	kbe
Kankanaey	kank1243	kne
Kankuamo	kank1244	NA
Kannada	nucl1305	kan
Kanowit-Tanjong Melanau	kano1244	kxn
Kanoe	kano1245	kxo
Kansa	kans1243	ksk
Kantarure	kant1247	NA
Kantosi	kant1249	xkt
Kanu	kanu1278	khx
Kanufi	kanu1277	kni
Kanyok	kany1247	kny
Kao	kaoo1238	kax
Kaonde	kaon1241	kqn
Kap	kapp1237	ykm
Kapin	kapi1250	tbx
Kapinawa	kapi1248	xpn
Kapingamarangi	kapi1249	kpg
Kapori	kapo1250	khp
Kapriman	kapr1245	dju
Kaptiau	kapt1235	kbi
Kapya	kapy1238	klo
Kaqchikel	kaqc1270	cak
Kaqchikel, Akatenango Southwestern	kaqc1277	ckk
Kaqchikel, Eastern	kaqc1273	cke
Kaqchikel, Northern	kaqc1275	ckc
Kaqchikel, Santa Maria de Jesus	kaqc1276	cki
Kaqchikel, Santo Domingo Xenacoj	kaqc1278	ckj
Kaqchikel, South Central	kaqc1272	ckd
Kaqchikel, Southern	kaqc1274	ckf
Kaqchikel, Western	kaqc1279	ckw
Kaqchikel, Yepocapa Southwestern	kaqc1271	cbm
Kara (Central African Republic)	kara1482	kah
Kara (Papua New Guinea)	kara1486	leu
Kara (Tanzania)	kara1481	reg
Kara	kara1506	NA
Kara-Kalpak	kara1467	kaa
Karachay-Balkar	kara1465	krc
Karadjeri	kara1476	gbd
Karagas	kara1462	kim
Karahawyana	kara1475	xkh
Karaim	kara1464	kdr
Karaja	kara1500	kpj
Karami	kara1497	xar
Karamojong	kara1483	kdj
Karang	kara1478	kzr
Karanga	kara1484	kth
Karankawa	kara1289	zkk
Karao	kara1487	kyj
Karata	kara1474	kpt
Karawa	kara1495	xrw
Kare (Central African Republic)	kare1338	kbn
Kare (Papua New Guinea)	kare1341	kmf
Karekare	kare1348	kai
Karelian	kare1335	krl
Karey	kare1339	kyd
Kari	kari1306	kbj
Karingani	kari1303	kgn
Karipuna	kari1312	NA
Karipuna do Amapa	kari1309	kgm
Karipuna Creole French	kari1301	kmv
Karipuna	kari1317	kuq
Kariri-Xoco	kari1255	kzw
Karitiana	kari1311	ktn
Kariya	kari1316	kil
Kariyarra	kari1304	vka
Karkar-Yuri	kark1258	yuj
Karkin	kark1259	krb
Karko	kark1256	kko
Karnai	karn1252	bbv
Karo (Brazil)	karo1305	arr
Karo (Ethiopia)	karo1297	kxh
Karok	karo1304	kyh
Karon	karo1294	krx
Karore	karo1298	xkx
Karruwali	karr1236	NA
Kasanga	kasa1248	ccj
Kasem	kase1253	xsm
Kashaya	kash1280	kju
Kashmiri	kash1277	kas
Kashubian	kash1274	csb
Kasiguranin	kasi1256	ksn
Kaska	kask1239	kkz
Kassite	kass1244	NA
Kasua	kasu1251	khs
Kata Kolok	beng1239	bqy
Katabaga	kata1268	ktq
Katawixi	kata1270	xat
Katcha-Kadugli-Miri	katc1249	xtc
Kathlamet	kath1253	NA
Kathmandu Valley Newari	newa1246	new
Kathoriya Tharu	kath1250	tkt
Kati	kati1270	bsh
Katingan	kati1278	kxg
Katkari	katk1238	kfu
Katla	katl1237	kcr
Kato	kato1244	ktw
Katso	kats1235	kaf
Katua	katu1273	kta
Katukina	nucl1668	kav
Katukina-Kanamari	kana1291	knm
Kaulong	kaul1240	pss
Kaur	kaur1269	vkk
Kaure-Narau	kaur1271	bpp
Kaurna	kaur1267	zku
Kauwera	kauw1242	xau
Kavalan	kava1241	ckv
Kavet	kave1238	krv
Kawacha	kawa1276	kcb
Kawaiisu	kawa1283	xaw
Kawarrang-Ogh Undjan	kawa1290	NA
Kawaway	kawa1291	NA
Kawe	kawe1240	kgb
Kawi	kawi1241	kaw
Kaxarari	kaxa1239	ktx
Kaxuiana	kaxu1237	kbb
Kayabi	kaya1329	kyz
Kayagar	kaya1328	kyt
Kayan Lahwi	kaya1315	pdu
Kayan Mahakam	kaya1324	xay
Kayan River Kayan	kaya1325	xkn
Kayan River Kenyah	kaya1334	knh
Kayapo	kaya1330	txu
Kayardild	kaya1319	gyd
Kayeli	kaye1241	kzl
Kayong	kayo1245	kxy
Kayort	kayo1247	kyv
Kaytetye	kayt1238	gbb
Kayu Agung	kayu1244	vky
Kayupulau	kayu1243	kzu
Kazakh	kaza1248	kaz
Kazukuru	kazu1245	kzk
Kazym-Berezover-Suryskarer Khanty	khan1273	kca
Ke'o	keoo1238	xxk
Keak	keak1239	keh
Keapara	keap1239	khz
Kedah Malay	keda1251	meo
Kedang	keda1252	ksx
Keder	kede1239	kdy
Keerak	kera1248	hhr
Kehu	kehu1238	khh
Kei	keii1239	kei
Keiga	keig1242	kec
Kein	kein1239	bmh
Keiyo	keiy1238	eyo
Kekchi	kekc1242	kek
Kela (Democratic Republic of Congo)	kela1254	kel
Kela (Papua New Guinea)	kela1255	kcl
Kelabit	kela1258	kzi
Kelantan-Pattani Malay	patt1249	mfa
Kele (Papua New Guinea)	kele1258	sbc
Kele-Foma	kele1255	khy
Keley-i Kallahan	kele1259	ify
Keliko	keli1248	kbo
Kelo	kelo1246	xel
Kemak	kema1243	kem
Kemberano	kemb1235	bzp
Kembra	kemb1250	xkw
Kemezung	keme1240	dmo
Kemi Sami	kemi1239	sjk
Kemiehua	kemi1240	kfj
Kempee	kemp1234	NA
Kemtuik	kemt1242	kmt
Kenaboi	kena1236	xbn
Kenati	kena1250	gat
Kendayan	kend1254	knx
Kendeje	kend1253	klf
Kendem	kend1252	kvm
Kenga	keng1240	kyq
Keningau Murut	keni1249	kxi
Keninjal	keni1248	knl
Kensiu	kens1248	kns
Kenswei Nsei	kens1251	ndb
Kenuzi-Dongola	kenu1236	kzh
Kenya-Somali Sign Language	keny1241	xki
Kenyang	keny1279	ken
Kenyi	keny1278	lke
Keoru-Ahia	keor1235	xeu
Kepkiriwat	kepk1241	kpn
Kepo'	kepo1237	kuk
Kera	kera1255	ker
Kereho	kere1285	xke
Kerek	kere1280	krk
Keresan Pueblo Indian Sign Language	kere1299	NA
Kerewe	kere1283	ked
Kerewo	kere1286	kxz
Kerinci	keri1250	kvr
Kesawai	kesa1244	xes
Ket	kett1243	ket
Ketangalan	keta1243	kae
Kete	kete1252	kcv
Ketengban	kete1254	xte
Ketum	ketu1238	ktt
Keyagana	keya1238	kyg
Kgalagadi	kgal1244	xkv
Khakas	khak1248	kjh
Khalaj	khal1270	kjf
Khaling	khal1275	klr
Khamba	kham1283	kbg
Khamnigan Mongol	kham1281	NA
Khams Tibetan	kham1282	khg
Khamti	kham1290	kht
Khamyang	kham1291	ksu
Khana	khan1278	ogo
Khandesi	khan1272	khn
Khao	khao1244	xao
Kharam Naga	khar1288	kfw
Kharia Thar	khar1283	ksy
Kharia	khar1287	khr
Khasi	khas1269	kha
Khayo	khay1238	lko
Khe	khee1238	kqg
Khehek	kheh1237	tlx
Khengkha	khen1241	xkf
Khetrani	khet1238	xhe
Khezha Naga	khez1235	nkh
Khiamniungan Naga (Retired)	khia1237	nky
Khiamniungan Naga	khia1236	kix
Khinalugh	khin1240	kjj
Khirwar	khir1237	kwx
Khisa	khis1238	kqm
Khlor	khlo1239	llo
Khlula	khlu1236	ykl
Khmu	khmu1256	kjg
Kho'ini	khoi1250	xkc
Khoibu	khoi1251	nkb
Kholok	khol1240	ktc
Kholosi	khol1241	NA
Khorasan Arabic	khor1274	NA
Khorasani Turkish	khor1269	kmz
Khoresh-e Rostam	kore1279	okh
Khotanese	khot1251	kho
Khowar	khow1242	khw
Khroskyabs	guan1266	jiq
Khua	khua1243	xhv
Khuai	khua1244	NA
Khuen	khue1238	khf
Khumi Awa Chin	khum1250	cka
Khumi Chin	khum1248	cnk
Khunsari	khun1255	kfm
Khwarezmian	khwa1238	xco
Khwarshi-Inkhoqwari	khva1239	khv
Khang	khan1274	kjm
Khun	khun1259	kkh
KiKAR	kika1240	NA
KiSetla	sett1235	sta
Kia River Awyu	jair1235	awv
Kiai	fort1240	frt
Kiautschou Pidgin German	kiau1234	NA
Kibala	bolo1261	blv
Kibet	kibe1241	kie
Kibiri	kibi1239	prm
Kickapoo	kick1244	kic
Kikai	kika1239	kzg
Kikuyu	kiku1240	kik
Kildin Sami	kild1236	sjd
Kilen	kile1243	NA
Kilivila	kili1267	kij
Kiliwa	kili1268	klb
Kilmeri	kilm1241	kih
Kim Mun	kimm1245	mji
Kim	kimm1246	kia
Kimaama	kima1246	kig
Kimaragang	kima1244	kqr
Kimbu	kimb1242	kiv
Kimbundu	kimb1241	kmb
Kimda	kimd1235	NA
Kimki	kimk1238	sbt
Kimre	kimr1241	kqp
Kinabalian	kina1252	cbw
Kinalakna	kina1251	kco
Kinaray-a	kina1250	krj
Kinga	nucl1379	zga
Kinnauri	kinn1249	kfk
Kintaq	kint1239	knq
Kinuku	kinu1239	kkd
Kinyarwanda	kiny1244	kin
Kioko	kiok1239	ues
Kiong	kion1242	kkm
Kiorr	kior1239	xko
Kiowa Apache	kiow1264	apk
Kiowa	kiow1266	kio
Kipea	kipe1235	NA
Kipsigis	kips1239	sgc
Kiput	kipu1237	kyi
Kir-Balar	kirb1236	kkr
Kire	kire1240	geb
Kirghiz	kirg1245	kir
Kirike	kiri1254	okr
Kirikiri	kiri1256	kiy
Kirmanjki	kirm1248	kiu
Kirya-Konzel	kiry1234	fkk
Kis	kiss1246	kis
Kisa	kisa1263	lks
Kisankasa	kisa1264	kqh
Kisar	kisa1266	kje
Kisi	kisi1243	kiz
Kistane	kist1241	gru
Kita Maninkakan	kita1249	mwk
Kitan	kita1247	zkt
Kitemoka	kite1237	NA
Kitja	kitj1240	gia
Kitsai	kits1249	kii
Kituba (Congo)	kitu1245	mkw
Kituba (Democratic Republic of Congo)	kitu1246	ktu
Klamath-Modoc	klam1254	kla
Klao	klao1243	klu
Klias River Kadazan	klia1235	kqt
Klon	kelo1247	kyo
Kman	miju1243	mxj
Ko	kooo1244	fuj
Koalib-Rere	koal1240	kib
Koasati	koas1236	cku
Koba	koba1240	kpd
Kobiana	kobi1241	kcj
Kobol	kobo1248	kgu
Kobon	kobo1249	kpw
Koch	koch1250	kdq
Kochila Tharu	koch1247	thq
Koda	koda1236	cdz
Kodaku	koda1254	ksz
Kodava	koda1255	kfa
Kodeoha	kode1237	vko
Kodi-Gaura	kodi1247	kod
Kodia	kodi1246	kwp
Koenoem	koen1239	kcs
Kofa	kofa1236	kso
Kofei	kofe1239	kpi
Kofyar	kofy1242	kwl
Koguryo	kogu1234	zkg
Kohin	kohi1250	kkx
Kohistani Shina	kohi1248	plk
Koho	koho1244	kpm
Kohoroxitari	koho1245	kob
Kohumono	kohu1244	bcs
Koi	koii1238	kkt
Koireng	koir1240	nkd
Koitabu	koit1244	kqi
Koiwat	koiw1243	kxt
Kok Borok	kokb1239	trp
Kok-Nar	kokn1236	gko
Kokata	koka1244	ktd
Koke	koke1240	kou
Kokenop Mandobo	koke1241	NA
Koko Babangk	koko1273	okg
Koko Dhawa	koko1272	NA
Kokoda	koko1265	xod
Kokola	koko1267	kzn
Kokota	koko1269	kkk
Kol (Bangladesh)	kolb1241	ekl
Kol (Cameroon)	kolc1235	biw
Kol (Papua New Guinea)	kolp1236	kol
Kola	kola1285	kvv
Kolbila	kolb1240	klc
Kolibugan Subanon	koli1253	skn
Kolom	kolo1267	klm
Kolor	waer1237	wrx
Kolum So Dogon	kolu1247	dkl
Koluwawa	kolu1245	klx
Kom (Cameroon)	komc1235	bkm
Kom (India)	komi1270	kmm
Koma Ndera	koma1266	kmy
Komba	komb1273	kpf
Kombai	komb1274	tyn
Kombio	komb1272	xbi
Komering	kome1238	kge
Komi-Permyak	komi1269	koi
Komi-Yazva	komi1277	NA
Komi-Zyrian	komi1268	kpv
Kominimung	komi1271	xoi
Komo (Democratic Republic of Congo)	komo1260	kmw
Komo (Sudan)	komo1258	xom
Komodo	komo1261	kvh
Kompane	komp1237	kvp
Komta	komt1237	NA
Komyandaret	komy1238	kzv
Kon Keu	konk1268	kkn
Konai	kona1242	kxw
Konda	kond1303	knd
Konda-Dora	kond1295	kfc
Koneraw	kone1241	kdw
Konkani	konk1267	knn
Konkomba	konk1269	xon
Konni	konn1242	kma
Kono (Guinea)	kono1267	knu
Kono (Nigeria)	kono1264	klk
Kono (Sierra Leone)	kono1268	kno
Konobo-Eastern Krahn	east2414	kqo
Konomala	kono1269	koa
Konomihu	kono1241	NA
Konongo	kono1265	kcz
Konso	kons1243	kxc
Kontanawa	kont1246	NA
Konyak Naga	kony1248	nbe
Konyanka Maninka	kony1250	mku
Konzo	konz1239	koo
Koonzime	koon1245	ozm
Koorete	koor1239	kqy
Kopar	kopa1248	xop
Kopkaka	kopk1238	opk
Korafe-Yegha	kora1294	kpr
Korak	kora1296	koz
Korana	kora1292	kqz
Korandje	kora1291	kcy
Korapun-Bromley	kora1298	NA
Korean Sign Language	kore1273	kvk
Korean	kore1280	kor
Koreguaje	kore1283	coe
Korku	kork1243	kfq
Korlai Portuguese	korl1238	vkp
Koro (Cote d'Ivoire)	koro1306	kfo
Koro	koro1316	jkr
Koro-Olrat	koro1308	krf
Koromfe	koro1298	kfz
Koromira	koro1313	kqj
Koronadal Blaan	koro1310	bpr
Koroni	koro1311	xkq
Korop	koro1304	krp
Koropo	coro1248	xxr
Koroshi	koro1296	ktl
Korowai	koro1312	khe
Korra Koraga	korr1238	kfd
Korubo	koru1247	xor
Korupun-Sela	koru1245	kpq
Korwa	korw1242	kfp
Koryak	kory1246	kpy
Kosadle	kosa1251	kiq
Kosarek Yale	kosa1249	kkl
Kosena	kose1239	kze
Koshin	kosh1246	kid
Kosraean	kosr1238	kos
Kota (Gabon)	kota1274	koq
Kota (India)	kota1263	kfe
Kota Bangun Kutai Malay	kota1275	mqg
Kota Marudu Talantang	kota1279	grm
Kota Marudu Tinagas	kota1278	ktr
Kotafon Gbe	kota1272	kqk
Kotava	kota1280	avk
Koti	koti1238	eko
Kotia-Adivasi Oriya-Desiya	adiv1239	ort
Kotiria	guan1269	gvc
Kott-Assan	kott1239	zko
Kouya	kouy1238	kyf
Kovai	kova1243	kqb
Kove	kove1237	kvc
Kowaki	kowa1245	xow
Kowiai	kowi1239	kwh
Koy Sanjaq Surat	koys1242	kqd
Koya	koya1251	kff
Koyaga	koya1253	kga
Koyo	koyo1242	koh
Koyra Chiini Songhay	koyr1240	khq
Koyraboro Senni Songhai	koyr1242	ses
Koyukon	koyu1237	koy
Kpagua	kpag1238	kuw
Kpala	kpal1241	kpl
Kpan	kpan1246	kpk
Kpasam	kpas1242	pbn
Kpati	kpat1246	koc
Kpatili	kpat1244	kym
Kpeego	kpee1234	cpo
Kpessi	kpes1238	kef
Kplang	kpla1238	kph
Krache	krac1238	kye
Kraol	krao1238	rka
Krenak	kren1239	kqq
Kriang-Khlor	ngeq1245	ngt
Krio	krio1253	kri
Kriol	krio1252	rop
Krobu	krob1245	kxb
Krongo	kron1241	kgo
Kru Pidgin English	libe1240	lir
Krui	krui1237	krq
Krung	krun1240	krr
Krymchak	krym1236	jct
Kryz	kryt1240	kry
Ksingmul	puoc1238	puo
Kua	kuaa1238	tyu
Kua-nsi	kuan1249	ykn
Kuamasi	kuam1234	yku
Kuan	kuan1246	uan
Kuanhua	kuan1250	xnh
Kuanua	kuan1248	ksd
Kuanyama	kuan1247	kua
Kubi	kubi1239	kof
Kubo	kubo1242	jko
Kubu	kubu1239	kvb
Kucong	kuco1235	lkc
Kudiya	kudi1237	kfg
Kudmali	kudm1238	kyw
Kudu-Camo	kudu1241	kov
Kueretu	cure1236	NA
Kugbo	kugb1241	kes
Kui (India)	kuii1252	kxu
Kui (Indonesia)	kuii1253	kvd
Kuijau	kuij1237	dkr
Kuikuro-Kalapalo	kuik1246	kui
Kujarge	kuja1239	vkj
Kuk	kukk1239	kfn
Kukatja	kuka1246	kux
Kukele	kuke1242	kez
Kukna	kukn1238	kex
Kuku-Mangk	kuku1279	xmq
Kuku-Mu'inh	kuku1282	xmp
Kuku-Muminh	kuku1283	xmh
Kuku-Ugbanh	kuku1281	ugb
Kuku-Uwanh	kuku1280	uwa
Kuku-Yalanji	kuku1273	gvn
Kukura	kuku1286	NA
Kula (Indonesia)	kula1280	tpg
Kula (Vanuatu)	wusi1237	wsi
Kulere	kule1247	kul
Kulfa	kulf1238	kxj
Kulina Pano	kuli1255	xpk
Kulisusu	kuli1254	vkl
Kullu Pahari	kull1236	kfx
Kulon-Pazeh	kulo1237	uun
Kulsab	fait1240	faj
Kulung (Nepal)	kulu1253	kle
Kulung (Nigeria)	kulu1255	bbu
Kulungtfu-Yuanggeng-Tobo	kube1244	kgf
Kumak	kuma1276	nee
Kumalu	kuma1278	ksl
Kumam	kuma1275	kdi
Kuman	kuma1280	kue
Kumaoni	kuma1273	kfy
Kumarbhag Paharia	kuma1274	kmj
Kumba	kumb1238	ksm
Kumbainggar	kumb1268	kgs
Kumbaran	kumb1267	wkb
Kumbewaha	kumb1274	xks
Kumhali	kumh1238	kra
Kumukio	kumu1247	kuo
Kumyk	kumy1244	kum
Kumzari	kumz1235	zum
Kunama	kuna1268	kun
Kunbarlang	kunb1251	wlg
Kundal Shahi	kund1257	shd
Kunduvadi	kund1253	wku
Kunfal	kunf1238	xuf
Kung	kung1260	kfl
Kungarakany	kung1259	ggk
Kunggara	kung1262	kvs
Kunggari	kung1258	kgl
Kuni	kuni1263	kse
Kuni-Boazi	kuni1265	kvg
Kunigami	kuni1268	xug
Kunimaipa	kuni1267	kup
Kunja	kunj1246	pep
Kunjen	kunj1245	kjn
Kunyi	kuny1238	njx
Kunza	kunz1244	kuz
Kuo	kuoo1238	xuo
Kuot	kuot1243	kto
Kupa	kupa1238	kug
Kupang Malay	kupa1239	mkn
Kupia	kupi1238	key
Kupsabiny	kups1238	kpz
Kur	kurr1245	kuv
Kura Ede Nago	kura1248	nqk
Kurama	kura1249	krh
Kuranko	kura1250	knk
Kurdish Sign Language	kurd1260	NA
Kuria	kuri1259	kuj
Kurichiya	kuri1256	kfh
Kuril Ainu	kuri1271	NA
Kurmin Dangana	kurm1245	NA
Kurmukar	kurm1243	kfv
Kurrama	kurr1243	vku
Kurti	kurt1250	ktm
Kurtokha	kurt1248	xkz
Kurudu	kuru1305	kjr
Kurukh	kuru1302	kru
Kurumba, Kannada	kann1253	kfi
Kuruaya	kuru1309	kyr
Kusaal	kusa1250	kus
Kusaghe	kusa1251	ksg
Kushi	kush1236	kuh
Kustenau	kust1238	NA
Kusu	kusu1252	ksv
Kusunda	kusu1250	kgg
Kutang Ghale	kuta1241	ght
Kutenai	kute1249	kut
Kutep	kute1248	kub
Kuthant	kuth1240	xut
Kutin-Peere	peer1241	pfe
Kutto	kutt1236	kpa
Kutu	kutu1263	kdc
Kuturmi	kutu1262	khj
Kuuk-Yak	kuuk1243	uky
Kuuku-Ya'u	kuuk1238	kuy
Kuungkari of Barcoo River	kuun1236	lku
Kuvale	kuva1244	olu
Kuvi	kuvi1243	kxv
Kuwaa	kuwa1247	blh
Kuwaataay	kuwa1246	cwt
Kuwaiti Sign Language	kuwa1252	NA
Kuy	kuyy1240	kdt
Kuyubi	kuyu1236	NA
Kven Finnish	kven1236	fkv
Kw'adza	kwad1248	wka
Kwa'	kwaa1265	bko
Kwaami	kwaa1269	ksq
Kwadi	kwad1244	kwz
Kwaio	kwai1243	kwd
Kwaja-Ndaktup	kwaj1242	kdz
Kwak	kwak1264	kwq
Kwak'wala	kwak1269	kwk
Kwakum	kwak1266	kwu
Kwama	kwam1249	kmq
Kwambi	kwam1251	kwm
Kwamera	kwam1252	tnk
Kwami	kwam1250	ktf
Kwamtim One	kwam1254	okk
Kwandu	kwan1289	xdo
Kwang	kwan1285	kvi
Kwanga	kwan1278	kwj
Kwangali	kwan1273	kwn
Kwanja	kwan1276	knp
Kwara'ae	kwar1239	kwf
Kwasio	kwas1243	nmg
Kwatl	kwat1246	NA
Kwato	kwat1244	kop
Kwaya	kway1241	kya
Kwaza	kwaz1243	xwa
Kwegu	kweg1241	xwg
Kwer	kwer1265	kwr
Kwerba Mamberamo	kwer1263	xwr
Kwerba	nucl1595	kwe
Kwere	kwer1261	cwe
Kwerisa	kwer1264	kkb
Kwese	kwes1244	kws
Kwesten	kwes1245	kwt
Kwini	kwin1241	gww
Kwinsu	kwin1242	kuc
Kwinti	kwin1243	kww
Kwisi	kwis1235	NA
Kwoma	kwom1262	kmo
Kwoma-Manambu Pidgin	kwom1264	NA
Kwomtari	nucl1593	kwo
Kxoe	kxoe1243	xuu
Kyak	kyak1243	bka
Kyaka	kyak1244	kyc
Kyenele	kyen1243	kql
Kyenga	kyen1242	tye
Kyerung	kyer1238	kgy
Kate	kate1253	kmg
Kele	kele1257	keb
Kolsch	kols1241	ksh
La'bi	labi1244	lbi
Laal	laal1242	gdm
Laamtuk Thet	tawr1235	tcp
Laari	laar1238	ldi
Laba	laba1241	lau
Label	labe1239	lbb
Labir	labi1245	jku
Labo Phowa	labo1243	ypb
Labu	labu1248	lbu
Labuk-Kinabatangan Kadazan	labu1249	dtb
Lacandon	laca1243	lac
Lachi	lach1248	lbt
Lachiguiri Zapotec	lach1250	zpa
Lachirioag Zapotec	lach1251	ztc
Lachixio Zapotec	lach1249	zpl
Ladakhi Sign	lada1245	NA
Ladin	ladi1250	lld
Ladino	ladi1251	lad
Laeko-Libuat	laek1243	lkl
Lafofa	lafo1243	laf
Laghu	lagh1246	lgb
Laghuu	lagh1245	lgh
Lagwan	lagw1237	kot
Laha (Indonesia)	laha1251	lhh
Laha (Viet Nam)	laha1250	lha
Lahanan	laha1253	lhn
Lahta Karen	laht1236	kvt
Lahta-Zayein Karen	zaye1235	kxk
Lahu Shi (Retired)	lahu1255	kds
Lahu Shi	lahu1252	lhi
Lahu	lahu1253	lhu
Lahul Lohar	lahu1250	lhl
Laimbue	laim1240	lmx
Laiyolo	laiy1246	lji
Lak	lakk1252	lbe
Laka (Chad)	laka1254	lap
Laka (Nigeria)	laka1252	lak
Lakalei	laka1255	lka
Lake Miwok	lake1258	lmw
Lakha	lakh1240	lkh
Laki	laki1244	lki
Lakkia	lakk1238	lbc
Lakon	lako1245	lkn
Lakonde	lako1248	lkd
Lakota Dida	lako1244	dic
Lakota	lako1247	lkt
Lakuramau	laku1238	NA
Lala	lala1268	nrz
Lala-Bisa	lala1264	leb
Lala-Roba	lala1261	lla
Lalana Chinantec	lala1270	cnl
Lalia	lali1242	lal
Lama (Myanmar)	lama1289	lay
Lama (Togo)	lama1275	las
Lamaholot Timur-Lamatuka	lama1279	lmq
Lamaholot	lama1277	slp
Lamalera	lama1278	lmr
Lamam	lama1290	lmm
Lamang	lama1288	hia
Lamba	lamb1271	lam
Lambadi	lamb1269	lmn
Lambayeque Quechua	lamb1276	quf
Lambichhong	lamb1277	lmh
Lamboya	lamb1273	lmy
Lambya	lamb1272	lai
Lame	lame1257	bma
Lamenu	lame1260	lmu
Lamet	lame1256	lbn
Lamja-Dengsa-Tola	lamj1245	ldh
Lamjung-Melamchi Yolmo	hela1238	scp
Lamkang	lamk1238	lmk
Lamnso'	lamn1239	lns
Lamogai	lamo1244	lmg
Lampung Api	lamp1243	ljp
Lampung Nyo	lamp1242	abl
Lamu	lamu1257	llh
Lamu-Lamu	lamu1254	lby
Lanas Lobu	lana1236	ruu
Land Dayak (Retired)	land1262	dyk
Landoma	land1256	ldm
Lang'e	lang1333	yne
Langam	lang1328	lnm
Langbashe	lang1318	lna
Langi	lang1320	lag
Langnian Buyang	lang1316	yln
Lango (Sudan)	lang1322	lno
Lango (Uganda)	lang1324	laj
